,restaurant,restaurant_id,rating,text,time_created
843,Mari Kimbap Shop,GaRW1RqFkdeuczWjta7jrA,5,"Love the atmosphere of the place. The owner was really nice to me and my bf.  

When I first came in, the owner was able to explain the set up of the...",2019-03-31 11:59:23
844,Mari Kimbap Shop,GaRW1RqFkdeuczWjta7jrA,3,"If I could rate this restaurant based on how cute and modern the interior was, it would definitely be a 4.5 star place. But I was left a little unsatisfied...",2019-03-30 21:05:31
845,Mari Kimbap Shop,GaRW1RqFkdeuczWjta7jrA,5,"Mexican-American married to Korean here! My wife makes excellent Korean food, including kimbap, so I do have high standards IMHO. Visited this place today...",2019-03-28 16:42:17
846,La Esquina,1OXJaygVHAEGooC5gsH_Pg,5,I have been back several times and each time has been worth the money. Now my favorites are the shrimp burrito and bean and cheese burrito. I get both with...,2019-04-07 16:07:20
847,La Esquina,1OXJaygVHAEGooC5gsH_Pg,5,I've been wanting to try this place since I ate at an establishment next door recently. This place will not let you down! I was extremely excited about...,2019-04-06 11:25:26
848,La Esquina,1OXJaygVHAEGooC5gsH_Pg,5,I have no negatives to say about this restaurant at all!! From the service to the taste to the portions to the convenince this place was...,2019-03-31 22:14:50
849,Loupiotte Kitchen,IO94U9tWIVuw93g2ahEyEQ,5,"I love Loupiotte Kitchen! It's cozy, warm and friendly.   

I had the drip coffee served with cream on the side in the prettiest cup. Delicious coffee! Must...",2019-04-07 18:27:08
850,Loupiotte Kitchen,IO94U9tWIVuw93g2ahEyEQ,2,"My reviews are all based on few criteria that makes the experience a whole: Parking, Transparency, Staff, Urgency, Bathroom and the Overall. I do not...",2019-04-07 15:11:08
851,Loupiotte Kitchen,IO94U9tWIVuw93g2ahEyEQ,5,Great new gem in the Los Feliz neighborhood! I got the Creamy Polenta and it was an experience. I didn't know you could put flavors together like that. My...,2019-04-05 11:44:13
852,Yuchun,xcGGRbDXSGzefu_5dI8wqA,5,"Yuchun is the place to be if you want Korean cold noodles, naengmyun. The restaurant's size is pretty small, so if you plan on going, be prepared for a long...",2019-04-04 09:40:25
853,Yuchun,xcGGRbDXSGzefu_5dI8wqA,5,"I'm writing a review mainly for myself: so I can remember this joint next time I come to LA. They are known for their naeng myun (), but their Kalbi is also...",2019-04-02 11:18:44
854,Yuchun,xcGGRbDXSGzefu_5dI8wqA,5,"Service was alright at this one, but it is busier & bigger so it's understandable. But the food is SO worth it. We ordered kimchi mandoo (comes with 6 fat...",2019-03-31 17:41:31
855,Wah's Golden Hen,v_bJfxA5IhDmkA_4KgZ2pA,5,"Hidden gem hole in the wall! I'm a big fan of little chinese places that can dish out some great food, good portions and an affordable price. This place has...",2018-12-29 20:09:20
856,Wah's Golden Hen,v_bJfxA5IhDmkA_4KgZ2pA,2,"Had a tremendous craving for New York style roast pork egg foo yung this evening.  Went on Yelp and decided that Wah's was my best option.

I first had a 3...",2018-12-28 20:01:40
857,Wah's Golden Hen,v_bJfxA5IhDmkA_4KgZ2pA,2,"So. Very. Disappointed.

This is a somewhat painful review to write as I once loved this place. Please note that I would have given 1 star but the family...",2018-12-26 18:13:18
858,Golden Lake Eatery Cambodian Restaurant,GWkTJVxzieQM2KfaAk9sBQ,5,We ordered the Pig Intestine Dry Noodle and Hainan Chicken Rice. Each of them came with a bone soup. They both were tasty and worth the price. The lady who...,2019-03-16 17:48:47
859,Golden Lake Eatery Cambodian Restaurant,GWkTJVxzieQM2KfaAk9sBQ,5,"Legend says this place serves a divine PIG INTESTINE DRY NOODLE . They do. I thought my girlfriend just made up the story, so we went to try it and it's...",2019-03-16 17:31:09
860,Golden Lake Eatery Cambodian Restaurant,GWkTJVxzieQM2KfaAk9sBQ,5,"it's a hidden gem - hole in the wall kind of spot in chinatown. it's my ""go to"" during the weekend when i'm running errands nearby. it's located near the...",2019-02-16 14:39:34
861,Golden Mongolian Restaurant,ikilMjaOsysLYWIE2RRmTQ,5,"YAY! I was able to eat a meal without using plastic! 

They default to meat:)  Def specify if you want veggie anything.

The art on the walls was as...",2019-01-02 14:18:30
862,Golden Mongolian Restaurant,ikilMjaOsysLYWIE2RRmTQ,4,"Very interesting place w nice food n clean environment. If you never tried Russian -Mongolian food,  you re in the right way.. 
I don't like spicy food at...",2019-01-08 10:00:11
863,Golden Mongolian Restaurant,ikilMjaOsysLYWIE2RRmTQ,5,"Ever since I've heard that real Mongolian food is all meat (and I'm a huge fan of meat), I just knew that I had to try it out. Unfortunately, I wasn't aware...",2018-10-27 22:31:22
864,The Venue,T_lvBpk8Y7oOpc3WzWgkMQ,5,"This place is unreal. By far the nicest, cleanest, best service/food/drinks I've ever had at a private karaoke place. The interior design was almost too...",2019-02-06 09:34:59
865,The Venue,T_lvBpk8Y7oOpc3WzWgkMQ,4,"For a karaoke place, this was a nice set up. Clean bathrooms, which is a must for high end place like this. Nice rooms and clean. Food was okay, really...",2019-03-16 16:32:34
866,The Venue,T_lvBpk8Y7oOpc3WzWgkMQ,4,"Not quite a karaoke fan, but I had fun here. Service was fast and friendly. Well secured place I might add given that I must have seen the security guards...",2019-03-12 15:01:33
867,Shabu Hyang,Aeq9k4UbQwCRdbc7UBD99w,5,"This place. is. amazing.  Who knew that $15 AYCE shabu could exist and be so good??

We came at 7:20 PM on a Thursday, and there was no wait time for me and...",2019-03-29 23:36:44
868,Shabu Hyang,Aeq9k4UbQwCRdbc7UBD99w,2,"The prices here are low. Yes, you can get all-you-can-eat for $15. But AYCE doesn't mean much when you're not really enjoying the food. Everything we had...",2019-04-05 15:42:46
869,Shabu Hyang,Aeq9k4UbQwCRdbc7UBD99w,5,"I saw this place on someone's instagram feed and was immediately intrigued. $14.99 for ayce shabu, you say? I'm in. My boyfriend suggested shabu shabu for...",2019-03-29 11:05:09
870,Hollywood Burger,g1RqknBKd1r1ajHW8xhAkQ,5,"My baby boy Woody seemed to be enjoying the warm day with us and my extended family on this day. He likes outings.

I was made aware of this establishment...",2019-03-27 23:37:29
871,Hollywood Burger,g1RqknBKd1r1ajHW8xhAkQ,4,Hollywood Burger is a perfect place to grab a quick bite before a show at Pantages as it's literally across the street from Pantages. This was the deciding...,2019-04-06 18:40:21
872,Hollywood Burger,g1RqknBKd1r1ajHW8xhAkQ,4,"Right across from the Pantages theatre!

Service 5/5: Right when you walk in, you're greeted and given a menu. You pick your seat and when you're ready you...",2019-04-04 23:46:32
873,Pho 87,EiGZST3PxwKs94PTOsD4eQ,5,"After years of coming here, I've learned that the flavors and its consistency just can't be beat! 

They've also got vegan options! Veggie broth with rice...",2019-04-07 17:09:54
874,Pho 87,EiGZST3PxwKs94PTOsD4eQ,5,"The best of the best pho I have ever had. 
I go there at least once a month. The owner knows my orders as soon as I sat down. 
Food was so delicious. Pho...",2019-04-04 16:35:08
875,Pho 87,EiGZST3PxwKs94PTOsD4eQ,5,"CASH ONLY, but that's ok.  It's worth it.

Service is quick.  I usually order to go, and I swear to god the guy never uses a calculator and math's so quick...",2019-04-02 12:05:19
876,Lobster & Beer,VzHJuws0xqcqDe5D9vNRUw,5,"I came across this gem after a long day of moving and i'm so happy I did! 
It's super small but cute and I love the vibe. The staff was very friendly and...",2019-04-09 10:25:53
877,Lobster & Beer,VzHJuws0xqcqDe5D9vNRUw,2,"This was my first pick for my bday dinner, nice place, good beer selections. But I went there for the food ""lobster"". Ordered the Mac and cheese with...",2019-04-06 06:29:29
878,Lobster & Beer,VzHJuws0xqcqDe5D9vNRUw,5,"Go see my girl Kelly!

I've had the happy hour coconut shrimp and the grilled cheese with the lobster bisque and both were amazing!

I don't drink but the...",2019-04-04 11:37:43
879,Oi Asian Fusion,tqjJYK3KyBjHRDsMT9kCpw,5,"I just keep coming back!!  I'm a sucker for fusion-- all started with Kogi. 

Usually I get the adobo bowl or the burger-- both great.  Also recommend the...",2019-04-05 09:51:22
880,Oi Asian Fusion,tqjJYK3KyBjHRDsMT9kCpw,5,"Oi. Oi. Oi. Where have you been all my life?

This place is pretttty damn good. Don't let the shabby exterior fool you. Behind the unassuming storefront is...",2019-03-12 07:41:03
881,Oi Asian Fusion,tqjJYK3KyBjHRDsMT9kCpw,5,I work at one of the nearby hospitals so Oi is on our rotation for favorite places to order from!  On this particular day instead of using Postmates or a...,2019-02-16 19:56:08
882,El Cochinito Restaurant,7s6lIJrg0EMfHYG6tYTMqg,5,"GO HERE! 

Real authentic insanely good no-nonsense awesome delicious great Cuban Food. I could go on but I'm going to stop there. 

Food came out fast and...",2019-03-15 01:57:46
883,El Cochinito Restaurant,7s6lIJrg0EMfHYG6tYTMqg,4,"Let me start off by saying that I am originally from Miami, and I take my Cuban food seriously. I found Porto's and Versailles total jokes, and I had little...",2019-03-12 11:24:01
884,El Cochinito Restaurant,7s6lIJrg0EMfHYG6tYTMqg,5,"This is a great place. 

I tend to get the roasted pork dishes they are all amazing. It's one of my favorite restaurants in the area. 

It is not a large...",2019-01-12 13:01:38
885,Bird's Nest Cafe,Emurmrl9E3vOXmiEcq3qkw,5,"Went here with my co-worker last Thursday for lunch.

I ordered the Philly sandwich with fries and a blueberry muffin for desert (Weird huh?).

The steak...",2019-03-25 11:03:20
886,Bird's Nest Cafe,Emurmrl9E3vOXmiEcq3qkw,4,"I always wanted to stop by this place whenever I exited the 10 going South bound Vermont. Finally, my friend invited for breakfast here. I had a breakfast...",2019-03-31 01:48:05
887,Bird's Nest Cafe,Emurmrl9E3vOXmiEcq3qkw,1,"I'm giving this Place one star because of there horrible service we got from a lady with purple highlights in her hair.
It took them a pretty long time to...",2019-03-17 16:50:34
888,Sulga Jinju Gom Tang House of Beef Soup,LtQu-lT9Hpm_n_5LcXsdYA,5,"I was heading to Balcony Coffee & Tea after dinner to get some work done, and I couldn't make up my mind where to have said dinner. I wandered over to...",2019-02-28 17:05:45
889,Sulga Jinju Gom Tang House of Beef Soup,LtQu-lT9Hpm_n_5LcXsdYA,4,"Solid food, if you're looking for some soothing beef broth or braised meat and tendon. I use to go this place about 20 years ago when they were located on...",2019-03-01 20:40:56
890,Sulga Jinju Gom Tang House of Beef Soup,LtQu-lT9Hpm_n_5LcXsdYA,3,No doubt better quality food compared to what you get elsewhere but way too expensive. Three beef soups and a side dish (marinated beef) cost just about...,2019-02-26 21:42:48
891,EMC Seafood & Raw Bar,4LFbJ8P4jCh70ZNKRig0qw,5,"Love this place. 

Lobster roll is my fave. Also happy hour oysters. Bomb. 

Place is always busy so come early.",2019-04-07 17:01:09
892,EMC Seafood & Raw Bar,4LFbJ8P4jCh70ZNKRig0qw,5,"Went for happy hour on a Thursday and it was great! Food, service and price! Will be back for more!

Unfortunately the same cannot be said the same for the...",2019-03-30 20:53:00
893,EMC Seafood & Raw Bar,4LFbJ8P4jCh70ZNKRig0qw,4,This place is very good for happy hour or just a seafood dinner. Beers are cheap and the food is reasonably priced. My favorite thing is the garlic noodles...,2019-03-30 11:30:46
894,Wood Spoon,ta7GyGyMGnn_LeJkUeLqdQ,5,"A friend and I ended up here by accident. I joined him for a food delivery and we decided to check it out because we never tried this kind of cuisine. 

The...",2019-03-05 20:23:36
895,Wood Spoon,ta7GyGyMGnn_LeJkUeLqdQ,5,"This is my favorite downtown restaurant. The food is delicious, and the place has a very ""homey"" feel. The staff are incredibly nice. I've traveled down...",2019-02-08 13:42:40
896,Wood Spoon,ta7GyGyMGnn_LeJkUeLqdQ,5,"Natalia, the owner, and her staff have done a wonderful job at maintaining such a beautiful establishment and great food. I cannot get enough of the pot...",2019-01-22 11:24:10
897,ShaBuShi,7BZjZLN-YDmFb4Y3N-3aJw,5,"1st revise, this is my third time having shabu here, the food is nice as the same, dressing so fantastic. Moreover, server really helpful, friendly, smile...",2019-03-09 14:17:02
898,ShaBuShi,7BZjZLN-YDmFb4Y3N-3aJw,4,This is a great late night place for some food (before 1am).  I've been here a couple times after a concert or show and its worked great.  We had a snack...,2019-04-06 10:28:21
899,ShaBuShi,7BZjZLN-YDmFb4Y3N-3aJw,5,First time trying the Hot Pot and was definitely impressed. Wonderful selection and quality of meat accompanied by a wide selection of broths to cook your...,2019-03-08 23:23:14
900,HAEMARU,sYcLm4n3k-FYZm_bKTUJ-g,5,"This place is so interesting. I love soup and it was so cold. My friend had been here 2 days before and wanted us to try it, so we did. 

We ordered Salkogi...",2019-03-07 16:55:06
901,HAEMARU,sYcLm4n3k-FYZm_bKTUJ-g,3,"Food was decent. The restaurant was remodeled with a new name. Must have a new owner. We went on Monday night on March 11, 2019 around 5:30 pm. We ordered...",2019-03-13 20:15:12
902,HAEMARU,sYcLm4n3k-FYZm_bKTUJ-g,3,"I wanted something warm, soupy, and healthy. I decided to try a new restaurant and came upon this on Yelp. It had 4.5 stars so why not? 

It was empty on a...",2019-02-24 14:16:39
903,India's Tandoori,2Z7pKTwHhFwuH-aTCgd-Rg,5,"Great place to have Indian Food when in LA. We had Sunday Buffet while on our trip to LA and we weren't Disappointed.
Nice Ambience , tasty food, friendly...",2019-03-25 15:55:47
904,India's Tandoori,2Z7pKTwHhFwuH-aTCgd-Rg,5,"Nice ambiance,friendly service & good food.Perfect for a chill after work hangout.
Ordered a masala tea(with free refill) which is perfect for reliving...",2019-03-19 20:52:22
905,India's Tandoori,2Z7pKTwHhFwuH-aTCgd-Rg,5,"This has always been my go to Indian restaurant in Los Angeles. The prices are great, but the food is even better. The quality in food is fresh and...",2019-02-25 20:21:59
906,Zzamong,gWM5n5Tyo5h74t-_lp1WUA,5,"One of my fave Korean foods is Jjajangmyun (spelled many different ways)...and well, this restaurant seemed to specialize in it. I thought the name of the...",2019-04-08 01:19:43
907,Zzamong,gWM5n5Tyo5h74t-_lp1WUA,4,My favorite place for jjajjang noodles in K-town! Noodles are always nice and chewy and the sauce is super flavorful without being really greasy and super...,2019-04-04 14:39:11
908,Zzamong,gWM5n5Tyo5h74t-_lp1WUA,5,"Spectacular. That's it. The jzajzamun noodle was so perfect. Not too salty, the noodle al dente to soak up flavors. The portion immense for the price. The...",2019-03-25 17:00:27
909,Sanamluang Cafe,AyZUXwC5E-U6WInXGqcmcA,4,"Heard rave reviews about this spot in Thai Town. Came here around midnight on a weekday and there were still so many people coming in & out. 

While the...",2019-03-31 21:33:41
910,Sanamluang Cafe,AyZUXwC5E-U6WInXGqcmcA,1,"The food here is ok. Not the best but also not the worst
We had the beef salad, the dressing tasted kinda watery. 
The beef curry was ok, could've had a...",2019-03-24 00:04:22
911,Sanamluang Cafe,AyZUXwC5E-U6WInXGqcmcA,4,Nice noodle shop which claims to be the best noodles in Los Angeles yet I saw someone going into the kitchen with a ton of dry noodles from the Thai grocery...,2019-03-17 16:53:11
912,Lalibela Ethiopian Restaurant,cG2QWy4XDW4V-l4ufEKYnQ,5,Let me start off with... I've never ever had Ethiopian food before. But everytime I've seen it on TV...I would drool and lick my lips because omg the food...,2019-04-08 22:19:23
913,Lalibela Ethiopian Restaurant,cG2QWy4XDW4V-l4ufEKYnQ,5,"Oh my goodness. This what my second time coming her, the first being a few years ago, and it was even BETTER than I remember and I remember it being...",2019-03-31 08:47:34
914,Lalibela Ethiopian Restaurant,cG2QWy4XDW4V-l4ufEKYnQ,4,"Given that I have nothing to compare it to, I have little to say about Lalibela except that it was delicious and enjoyable.  I walked in with few...",2019-03-17 15:43:09
915,India's Restaurant,3XTjerBg_PywBN81Ts45Bg,5,"This is my favorite Indian restaurant in Los Angeles. Great flavor, they make it as spicy as you want. My favorite is the Chicken Tikka Masala. The rice is...",2019-04-05 19:44:58
916,India's Restaurant,3XTjerBg_PywBN81Ts45Bg,5,"We came from OC for dinner. Ordered Chicken Tikka Masala, Vegetable Korma, rice, garlic naan, garbanzo bean bread, and mango lassi. Food was delicious. I...",2019-04-04 18:30:15
917,India's Restaurant,3XTjerBg_PywBN81Ts45Bg,5,Best lunch buffet and nicest people! $11 for great quality and good selection of food. I'm vegetarian and didn't feel my usual meat rage during selection. I...,2019-04-03 13:17:34
918,Banh Oui,s9_gk-ABcZ8uOEQjD1bK7g,5,We came in for the khachapuri that's hidden inside this Banh mi place but we did order the Sticky Tofu Bites. It's like slightly breaded tofu pieces that...,2019-03-17 17:08:35
919,Banh Oui,s9_gk-ABcZ8uOEQjD1bK7g,1,"Ordered a shrimp sandwich on grub hub, I omitted the jalapeño's, but it was still INCREDIBLY spicy. To the point that I wasn't able to eat it. I called the...",2019-03-24 20:08:17
920,Banh Oui,s9_gk-ABcZ8uOEQjD1bK7g,5,I fully enjoyed the Fried Chicken sandwich. It was well made and had a great flavor. I normally get the pork bahn mi sandwich which is also delicious. I'm...,2019-03-13 13:48:27
921,Fisherman's Outlet,TQjFx3yzyUYBdWb-MpIfvQ,5,I am SO happy to have this seafood heaven in this urban bubble of ours. The looks and vibe of this place is really as if you are right by the water! They...,2019-03-15 19:36:12
922,Fisherman's Outlet,TQjFx3yzyUYBdWb-MpIfvQ,3,"Overpriced, just ok seafood. Too bad there's no 2.5 to give it an average score, I should give it 2, but don't want to be a dck, food is average. It's food...",2019-03-25 17:20:18
923,Fisherman's Outlet,TQjFx3yzyUYBdWb-MpIfvQ,1,Today's visit was a 1 star.  I would normally give them a 4 because they have been my favorite seafood spot for many years.   They are usually on point....,2019-03-19 14:53:21
924,Fratelli Cafe,fCfkMf27m2PcTWXLTrLM7Q,5,"First time here and came after my workout on a Friday morning around 1030am. 

Definitely would recommend it for breakfast. Parking in the morning is pretty...",2019-04-05 13:35:12
925,Fratelli Cafe,fCfkMf27m2PcTWXLTrLM7Q,1,We found this place on yelp today and we were very excited to eat here but did not have the best experience. First we waited around 45 minutes or more for...,2019-03-24 22:44:46
926,Fratelli Cafe,fCfkMf27m2PcTWXLTrLM7Q,1,"The quality of their service has gone down the drain. This used to be one of my favorite brunch  spots until today. I'm usually a very patient person, and I...",2019-03-23 13:08:48
927,10e,nYD88woJ2pQn8iGPi6emrQ,5,"This place was definitely one of the best restaurants.

We decided to get some appetizers to share, hummus, Brussels sprouts and octopus. All were served...",2019-04-08 12:26:13
928,10e,nYD88woJ2pQn8iGPi6emrQ,4,"I love the pita bread here! It's light, airy and fresh. The falafel is good, but not the best I've ever had. The roasted vegetables, olives, and hummus are...",2019-04-08 13:24:07
929,10e,nYD88woJ2pQn8iGPi6emrQ,5,"Came here a weekend ago, Saturday night.  Didn't take any pics of food since I was on a date, and now I really wish I had to help my forgetful mind.

So...",2019-02-19 22:39:25
930,Carney's Sunset Strip,RrqZgfxIKRi6_s6lXaYVzQ,5,Your not coming here for fine dining you are coming here for one greasy hamburger that kicks in n outs in the butt. After a disappointing experience with In...,2019-03-13 11:32:15
931,Carney's Sunset Strip,RrqZgfxIKRi6_s6lXaYVzQ,4,"Affordable tasty and hearty food. Got the Train Wreck Fries (small) this time with New Yorker hot dog. The fries were crispy, and combined with the thousand...",2019-04-09 01:07:46
932,Carney's Sunset Strip,RrqZgfxIKRi6_s6lXaYVzQ,3,"I was super hungry at work the other day and decided to eat some super unhealthy food. For the past two years, I've always driven past Carneys and finally...",2019-03-29 08:15:13
933,The Ricans Food,GQinsAGZTF-MRCJWj3Iknw,5,"I love stopping by The Ricans Food on Sunday's at Smorgasburg! They're super friendly every single time, the presentation is beautiful and the food is so...",2019-03-07 17:28:08
934,The Ricans Food,GQinsAGZTF-MRCJWj3Iknw,5,"I was born and raised in PR, so my expectations were that the food would taste decent, being that it's downtown LA and maybe the food was tailored towards...",2019-03-06 19:51:05
935,The Ricans Food,GQinsAGZTF-MRCJWj3Iknw,5,"First off, I heard about the negative review left on yelp due to a ""user error"" - in other words, the reviewer didn't read the fact that The Rican's Food is...",2019-01-02 19:59:42
936,Rich's BBQ,hagTEXx6TQqcT6d_2gz_5w,5,"I never write reviews on yelp, but Rich deserves this review. Not only is he making amazing BBQ, the menu is simple. You get three items to choose from and...",2019-02-03 11:44:58
937,Rich's BBQ,hagTEXx6TQqcT6d_2gz_5w,5,"So rich got me. 

I am a southern girl and Memphis ribs are kind of a big deal to me. 

So I have been to Rich's a few times. The first times I didn't care...",2019-01-01 16:17:39
938,Rich's BBQ,hagTEXx6TQqcT6d_2gz_5w,5,"Rich is seriously the best! I go over to him for some hot links almost every weekend. I usually bring my dog, who Rich has developed a super sweet...",2018-08-26 06:09:15
939,DaeBuDo,ERqWIIhbV4d_x_1pvoSsgA,5,"If you love seafood and bbq, you should check out this restaurant. We ordered set D since we had 7 people. It was just the right amount of food for us. Our...",2019-03-31 17:17:26
940,DaeBuDo,ERqWIIhbV4d_x_1pvoSsgA,4,"Going to break it down:

Seafood: Fresh 

Service: Was putting the food on the grill like they want us to just eat and leave ASAP.",2019-04-04 07:47:42
941,DaeBuDo,ERqWIIhbV4d_x_1pvoSsgA,5,"Love this place. Seafood is always fresh and affordable.

Came here as a group of 3 hungry guys after a day of tennis, ordered the hundred dollar meal and...",2019-02-25 10:36:46
942,H&H Brazilian Steakhouse,KAG0aFy962JY38UeWI8pWQ,5,I am a carnivore and my go to's for Brazilian BBQ have been M Grill and on occasion Fogo De Chao. Just had lunch here and I'm impressed. The organic salad...,2019-03-29 15:10:17
943,H&H Brazilian Steakhouse,KAG0aFy962JY38UeWI8pWQ,1,"I understand they opened 2 weeks ago, but that doesn't justify them bringing out the same two pieces of meat over and over.

The sides are good that's where...",2019-04-07 04:55:53
944,H&H Brazilian Steakhouse,KAG0aFy962JY38UeWI8pWQ,1,"Let me tell you something bro!!


This is not Brazilian Steakhouse from any ordinary steakhouse. I wouldn't recommend this place and will not come back....",2019-04-06 22:25:28
945,El Huarachito,_FNbXphJ3YwQ0WpE4tCyWg,5,To be my first time here... food is Excellent!! Great service and I got to meet the Owner (Esther)very nice lady. I definitely give this restaurant a  +...,2019-03-31 11:44:40
946,El Huarachito,_FNbXphJ3YwQ0WpE4tCyWg,5,"Girl was craving chilaquiles. Cousin was in town and eating all the good foods that LA offers. They both wanted spicy.

Girl ended up ordering shrimp...",2019-03-25 00:23:43
947,El Huarachito,_FNbXphJ3YwQ0WpE4tCyWg,4,"This was our first stop for lunch for our first day in LA. Found it on yelp (thank you!).

Super hole in the wall place but everyone was really friendly and...",2019-03-07 15:58:21
948,The Black Sheep,OUvSg5Z9VI7APmaAdqyWVQ,5,"Delicious Delicious Delicious Burgers!
Well deserved 5 stars!

My favorite burgers in downtown LA. Don't expect a restaurant, it's more of a dive bar. Beer...",2019-03-31 22:22:33
949,The Black Sheep,OUvSg5Z9VI7APmaAdqyWVQ,5,"The Black Sheep burger cooked to medium rare is a total must have. 

Seriously have not eaten a burger as flavorful and refined as this one. 

Best part:...",2019-03-13 00:05:10
950,The Black Sheep,OUvSg5Z9VI7APmaAdqyWVQ,5,I had an Art show case I was invited too and after the event my buddies and I were so hungry we could've ate chopped liver on a burnt tire but instead I...,2019-03-06 17:30:16
951,Pink's Hot Dogs,drtTr9Mxv4mv_AjZ4gvq5A,5,"One of the best hotdogs, no correction - the best hotdog I have ever had in my life! 

Full disclosure: did not intend to have lunch here we were just...",2019-04-08 06:16:49
952,Pink's Hot Dogs,drtTr9Mxv4mv_AjZ4gvq5A,5,I love Pinks every time I go. I recommend you look at the menu online first because there's so many options and when you get there you're pressured to order...,2019-03-28 15:56:55
953,Pink's Hot Dogs,drtTr9Mxv4mv_AjZ4gvq5A,4,"Must admit even tho it's a simple hotdog shop I was impressed. It's the little things like the set up, the vibe..etc..Wait wasn't particularly long 15-20...",2019-03-23 08:29:04
954,Melrose Umbrella,7eOMv-sQMWRzYCeeQVatJw,5,"First of all, cocktails are amazing !! 
Good vibe, music is 100%
Staff is very friendly and nice
Was there few times already, love this place.
Big thank to...",2019-01-11 01:54:50
955,Melrose Umbrella,7eOMv-sQMWRzYCeeQVatJw,4,Is it a bar?  Is it a restaurant?  Both?  I'm still not sure.  It's really more of a bar with some food offerings.  I was told that they are in the midst of...,2019-03-15 13:03:38
956,Melrose Umbrella,7eOMv-sQMWRzYCeeQVatJw,4,Came here to kill some time while my dogs were at the groomers down the street. What pulled me initially was the cool décor and ambiance. Low key on a...,2019-01-02 12:58:42
957,Mesón Cafe,U8BIlthPiYnygxg8OlFFfA,5,"Food = healthy, amazing choices
WiFi = strong, like the Star Wars Force..
Staff = very kind and into their work and service
Vibe = coffee with mom, study,...",2019-02-24 12:46:09
958,Mesón Cafe,U8BIlthPiYnygxg8OlFFfA,4,"Small and extremely charming cafe that has a little bit of a European feel. I have only been here for coffee during my lunch break, so I have yet to try the...",2019-02-07 14:22:06
959,Mesón Cafe,U8BIlthPiYnygxg8OlFFfA,5,The Prosciutto + Fig Jam toast was delicious. Loved the Earl Grey Lavender Latte. Wish I had more room to try everything else. I did get a taste of the...,2018-12-29 13:37:43
960,TGI Korean BBQ,b1jidrgK5asQBXQ0Y0cvvg,5,GF found this spot and we live close enough to take a cheap ride service so we decided to go out for a date night. Of course going to AYCE and being...,2019-01-31 10:02:57
961,TGI Korean BBQ,b1jidrgK5asQBXQ0Y0cvvg,2,"We made a reservation for 2 at 7 for Sat. 

The valet parking was super convenient and only $2 (good opportunity to tip those guys well). Let me start by...",2019-02-23 22:25:52
962,TGI Korean BBQ,b1jidrgK5asQBXQ0Y0cvvg,4,"Came here on a Thursday night for dinner. It was pretty empty when my boyfriend and I were there.

We got Special A for $18.99. Fairly decent priced for...",2019-02-23 10:26:18
963,Maggiano's Little Italy,Kx_d7X7qjj9EoX-A7eC3gA,5,"Top quality food, served with refined graciousness, set in a beautiful dining room with an exquisite view--I don't know how you can top that.

The...",2019-03-24 10:00:30
964,Maggiano's Little Italy,Kx_d7X7qjj9EoX-A7eC3gA,4,Ordered the Rigattoni and it was yummy except for the fact that the chicken seemed added and not like it was originally part of the dish so it still held a...,2019-03-18 15:10:57
965,Maggiano's Little Italy,Kx_d7X7qjj9EoX-A7eC3gA,4,"We booked the restaurant in advance, we were seated after 5 minutes in a beautiful table. I loved the ambiance. And the food was cooked to perfection, we...",2019-03-16 14:32:27
966,Chunju Han-il Kwan,SDoOIzuz4k3m-SP071aykA,5,"I've discovered this place years ago and I always keep coming back. Their Budae Jjigae is amazing, enough to feed 2-3 people. But also remember to get their...",2019-03-29 11:33:14
967,Chunju Han-il Kwan,SDoOIzuz4k3m-SP071aykA,4,I enjoyed my dining experience at Chunju Han-il Kwan. The have a decent menu size with many options to choose from ranging from stews to BBQ dishes. The...,2019-03-16 02:53:41
968,Chunju Han-il Kwan,SDoOIzuz4k3m-SP071aykA,2,"Let me preface this by saying my review for Chunju Han-il Kwan would have been 4 stars, if it weren't for a big piece of rubber in my Budae Jjigae.....

We...",2019-03-12 17:03:20
969,Cafe Beaujolais,2yTisMkNDVEvrwrkDwYv4g,5,"Five stars. The food was incredible. I had the filet (pictured). My wife Ahmad the NY strip. 

This was our first trip here. It was wonderful. A very cute...",2019-03-20 21:28:56
970,Cafe Beaujolais,2yTisMkNDVEvrwrkDwYv4g,2,"This place is overrated, or maybe there aren't that many good restaurants in this neighborhood? We got the filet mignon, halibut steak, the thin cut...",2019-04-08 20:59:43
971,Cafe Beaujolais,2yTisMkNDVEvrwrkDwYv4g,1,"First review of anything, EVER!!  But I wanted to share my experience.

We've eaten here many times before 3-4 years ago when our son attended school...",2019-04-08 17:42:57
972,Ondal 2,ZzpC4bW5mY0AOoGznnyIsg,5,"Best Korean seafood place.
If you like spice seafood soup
This is best hidden Korean place",2019-03-19 21:49:02
973,Ondal 2,ZzpC4bW5mY0AOoGznnyIsg,4,"This place is great for big groups. Definitely a family style restaurant so if you're dining with less than 3 other people, it's fairly pricey.

Came in ok...",2019-02-17 16:12:19
974,Ondal 2,ZzpC4bW5mY0AOoGznnyIsg,5,"nice food and will come back next time.
especially the crabs 
the waitress will help you to mix the rice and crab together. Taste amazing!",2019-02-13 01:26:00
975,Angelini Osteria,P9Dt_kkU5BTe1v0tJ4KFNw,5,"Every dishes were so tasty.
All server were nice and really helpful.
So Reasonable when bring own bottle of wine.
Want to go every other day !",2019-04-07 14:37:26
