,restaurant,restaurant_id,rating,text,time_created
592,Ta-eem Grill,1k6hSTQO9E4iSzwyx8yTUw,4,"We stopped in here right before the lunch rush, and ordered kind of all over the plce. We got chicken shawarma, a beef plate, falafel, and enough condiments...",2019-03-08 06:05:46
593,Ta-eem Grill,1k6hSTQO9E4iSzwyx8yTUw,5,"Guys. Israeli food is legit. 

So I don't have pics because it was delicious and we were starving. 

This place is small. You order at the counter, they...",2019-02-06 08:49:56
594,Wood Spoon,ta7GyGyMGnn_LeJkUeLqdQ,5,"A friend and I ended up here by accident. I joined him for a food delivery and we decided to check it out because we never tried this kind of cuisine. 

The...",2019-03-05 20:23:36
595,Wood Spoon,ta7GyGyMGnn_LeJkUeLqdQ,5,"This is my favorite downtown restaurant. The food is delicious, and the place has a very ""homey"" feel. The staff are incredibly nice. I've traveled down...",2019-02-08 13:42:40
596,Wood Spoon,ta7GyGyMGnn_LeJkUeLqdQ,5,"Natalia, the owner, and her staff have done a wonderful job at maintaining such a beautiful establishment and great food. I cannot get enough of the pot...",2019-01-22 11:24:10
597,BCD Tofu House,HTFByVH44biQsc_R8sEOjg,5,"Very good korean food i love it 
My favorite korean food place
I reccomend it to anyone else",2019-04-06 23:09:38
598,BCD Tofu House,HTFByVH44biQsc_R8sEOjg,5,One of the better locations with 0 attitude and no racism towards none Koreans(I'm sure everyone who's not Korean experienced this once in their life time...,2019-03-30 12:02:35
599,BCD Tofu House,HTFByVH44biQsc_R8sEOjg,4,"I've been to BCD several times, often late at night. The service is extremely efficient, so even if there is a long line, the wait does not feel like...",2019-03-28 12:52:30
600,The Roof on Wilshire,BkbxnRNmQi6j0-_COI-LCg,5,"A hidden gem of a rooftop in LA near the Miracle Mile. Great view of the hills and lovely ambience.

When I went it was a weekday and so fairly quiet,...",2019-03-29 06:46:25
601,The Roof on Wilshire,BkbxnRNmQi6j0-_COI-LCg,4,Made a reservation for dinner with a friend here on Monday night. There's plenty of street parking nearby and you access the restaurant/bar by entering the...,2019-03-26 08:00:53
602,The Roof on Wilshire,BkbxnRNmQi6j0-_COI-LCg,5,"Great food, great atmosphere!

loved the place, will definitely revisit.",2019-03-13 13:49:22
603,Casa Sanchez,KW6SuvmXZOBJSvMDhk8KUw,5,"Casa Sanchez has got to be one of the funnest restaurants I have been to in a while. 
I came here for my cousins birthday and we all had a blast! The...",2019-03-28 12:30:58
604,Casa Sanchez,KW6SuvmXZOBJSvMDhk8KUw,5,"One of my favorite Mexican Restaurants in the Westside a little pricey, but overall great food, great service and good ambiance, the mariachi puts a nice...",2019-02-22 08:34:26
605,Casa Sanchez,KW6SuvmXZOBJSvMDhk8KUw,4,"This was a great valentine's dinner place. There was about 8 entrees to choose from and 7 appetizers. To start with the ""negatives"", the menu was different...",2019-02-15 09:00:28
606,Ave 26 Taco Stand,dC7ZBsc1_YFF0lBcZn-PZg,5,"I was introduced to this taco stand by a good friend and ever since then I have been coming back to them whenever I have a taco craving

My favorite tacos...",2019-04-08 16:42:25
607,Ave 26 Taco Stand,dC7ZBsc1_YFF0lBcZn-PZg,5,"Ave 26 Taco Stand is AMAZING. If you're looking for some dank tacos with a lil adventure, this is the spot for you! 

As other helpers have said, it's a...",2019-04-07 14:41:46
608,Ave 26 Taco Stand,dC7ZBsc1_YFF0lBcZn-PZg,4,"Finally had there tacos on a Wednesday night and surprisingly enough, around 10ish, there was plenty of parking. My friend had one of each, there were about...",2019-04-06 19:47:30
609,Il Capriccio on Vermont,WPe9r4_b_ByxM-c3OhbDew,5,"Cozy setting. Quality food. Fair pricing.
Bread comes to the table first and it is a small place with indoor or outdoor seating. We started with the toasted...",2019-03-23 20:54:22
610,Il Capriccio on Vermont,WPe9r4_b_ByxM-c3OhbDew,3,"Shrimp Alfredo to-go was ok. Kind of upset I only got 5 small shrimp with my meal. They charge 5$ to add shrimp. 
Cannoli was delicious. 
Besides that...I...",2019-03-19 00:38:53
611,Il Capriccio on Vermont,WPe9r4_b_ByxM-c3OhbDew,5,"My boyfriend and I came in here this past Saturday night for dinner. We were seated by the hostess at the near the back area.
Originally, we had not planned...",2019-01-28 11:28:54
612,Chichen Itza Restaurant,vC_6J_nGyf4J8xt-Vu6Shw,5,"My wife and I got married last month and chose Chichen Itza to handle the catering and rentals. We are so pleased with our choice.

First off, the food is...",2019-04-01 16:09:36
613,Chichen Itza Restaurant,vC_6J_nGyf4J8xt-Vu6Shw,4,"My dad and I stopped by for dinner and we couldn't have left happier.

My dad had the pollo asado plate (grilled chicken). It was served with white rice,...",2019-04-05 18:55:27
614,Chichen Itza Restaurant,vC_6J_nGyf4J8xt-Vu6Shw,2,"Horrible customer service and u quote the cashier ""is the mangers orders"".
I wanted to try a couple of things . Therefore I ordered the two cochinita pibil...",2019-02-17 11:50:32
615,LA Rose Cafe,cD57FLQ-v-brcFOLZ0X0cQ,5,"Delicious! A pleasant surprise...I will be coming back with my future husband (he hasn't found me yet), my unborn children, and my unborn children's unborn...",2019-04-07 16:22:19
616,LA Rose Cafe,cD57FLQ-v-brcFOLZ0X0cQ,4,"It's nice to find a place that specifically tries to serve upscale versions of authentic traditional Filipino dishes, rather than the ""new take"" or...",2019-03-04 13:15:56
617,LA Rose Cafe,cD57FLQ-v-brcFOLZ0X0cQ,5,"The Sisig was a little to fatty for me but the Lechon was great, crispy tender loveliness!
The service and hospitality of the owner was just amazing, so...",2019-02-19 12:05:07
618,The Venue,T_lvBpk8Y7oOpc3WzWgkMQ,5,"This place is unreal. By far the nicest, cleanest, best service/food/drinks I've ever had at a private karaoke place. The interior design was almost too...",2019-02-06 09:34:59
619,The Venue,T_lvBpk8Y7oOpc3WzWgkMQ,4,"For a karaoke place, this was a nice set up. Clean bathrooms, which is a must for high end place like this. Nice rooms and clean. Food was okay, really...",2019-03-16 16:32:34
620,The Venue,T_lvBpk8Y7oOpc3WzWgkMQ,4,"Not quite a karaoke fan, but I had fun here. Service was fast and friendly. Well secured place I might add given that I must have seen the security guards...",2019-03-12 15:01:33
621,Road To Seoul,FlL2h3iROzhAIVBp3OaA9g,4,"Not bad for the price. As far as AYCE Korean BBQ goes this place is not a bad option. 

The quality of the meat is on the better side of these sort of...",2019-04-06 19:52:05
622,Road To Seoul,FlL2h3iROzhAIVBp3OaA9g,3,"Yea... either I don't understand the hype of this place or maybe I came on a bad day...

I went here with one other person a few weeks ago from Orange...",2019-04-07 21:34:27
623,Road To Seoul,FlL2h3iROzhAIVBp3OaA9g,1,"Since i know you (owner) read these. I have a big eff you for you.

You purposely put 11:00am -3:00pm lunch special at the upper corner of your menu. And...",2019-04-06 11:28:43
624,Urban Skillet,MQCGRBup0TngpyftcLxQOg,5,"Great food, great service...  Esmeralda is super friendly!!!

I had the brisket burger, I just got back from Nashville and this brisket is just as good..Yay!!",2019-03-16 13:58:15
625,Urban Skillet,MQCGRBup0TngpyftcLxQOg,2,"Sticky floors and tables are not appetizing to me.
Onion rings are inedible with frozen crumb batter and not beer battered like the photos on Yelp. The...",2019-03-27 19:30:18
626,Urban Skillet,MQCGRBup0TngpyftcLxQOg,1,"The first time I ate here, it was delivered, and it was delicious. The second time I ate here, it was also quite good. My only complaint about the second...",2019-03-22 13:41:34
627,ixlb DimSum Eats,6b1Kud4nDwsqw1kILxI9ZQ,5,"This place is so quick and fast. I basically ordered half the menu and ate it all before I even got to take a picture of it. 

Food was great. Service was...",2019-04-03 22:10:14
628,ixlb DimSum Eats,6b1Kud4nDwsqw1kILxI9ZQ,5,"I have no idea how to pronounce ""ixlb"". I suppose you could say, ""what's in a name?"" ANYWAY, Ixlb was recommended to me by my wife after she and my son...",2019-03-30 11:46:50
629,ixlb DimSum Eats,6b1Kud4nDwsqw1kILxI9ZQ,5,I think these are the best dumplings I have ever tasted...ever. They are certainly the best in LA. Parking wise there is a small lot out back. As others...,2019-03-29 14:17:28
630,Joe's Falafel,YetYHIRKrZDGHZ50I_RMag,5,"There were 7 of us looking for a place to eat after the theater and Joe's was nearby so we thought we'd give it a try. 

The place looks pretty new and is...",2019-04-07 22:06:52
631,Joe's Falafel,YetYHIRKrZDGHZ50I_RMag,5,"Joe's offers the standards like chicken shawarma and beef kabobs adeptly, but it's Joe's Gyro Sandwich that's the stand-out. Its gyro meat is so tender and...",2019-04-03 17:05:41
632,Joe's Falafel,YetYHIRKrZDGHZ50I_RMag,5,We had a big event at our house that we needed catered. One visit to Joe's falafel and meeting Joe we knew we had the right place to order food for a party...,2019-04-01 15:49:52
633,Sanamluang Cafe,AyZUXwC5E-U6WInXGqcmcA,4,"Heard rave reviews about this spot in Thai Town. Came here around midnight on a weekday and there were still so many people coming in & out. 

While the...",2019-03-31 21:33:41
634,Sanamluang Cafe,AyZUXwC5E-U6WInXGqcmcA,1,"The food here is ok. Not the best but also not the worst
We had the beef salad, the dressing tasted kinda watery. 
The beef curry was ok, could've had a...",2019-03-24 00:04:22
635,Sanamluang Cafe,AyZUXwC5E-U6WInXGqcmcA,4,Nice noodle shop which claims to be the best noodles in Los Angeles yet I saw someone going into the kitchen with a ton of dry noodles from the Thai grocery...,2019-03-17 16:53:11
636,Barton G. The Restaurant Los Angeles,vnLHXjXRK3Euzkq8vRYzqA,4,"Throwing down my 500th review on Barton G - part restaurant, part tourist attraction, part art gallery. As a result, it's busy all the time, so reservations...",2019-04-09 13:17:14
637,Barton G. The Restaurant Los Angeles,vnLHXjXRK3Euzkq8vRYzqA,1,"It was extremely disappointing experience. I was very excited to come there because of the crazy food presentations. 
When my boyfriend and I came in the...",2019-03-28 23:42:48
638,Barton G. The Restaurant Los Angeles,vnLHXjXRK3Euzkq8vRYzqA,2,"I didn't have reservations so it was great that we got to walk-in, but you have to eat a full dinner and not just dessert. 

Everything from the dinner to...",2019-03-28 12:49:12
639,Cafe Beaujolais,2yTisMkNDVEvrwrkDwYv4g,5,"Five stars. The food was incredible. I had the filet (pictured). My wife Ahmad the NY strip. 

This was our first trip here. It was wonderful. A very cute...",2019-03-20 21:28:56
640,Cafe Beaujolais,2yTisMkNDVEvrwrkDwYv4g,2,"This place is overrated, or maybe there aren't that many good restaurants in this neighborhood? We got the filet mignon, halibut steak, the thin cut...",2019-04-08 20:59:43
641,Cafe Beaujolais,2yTisMkNDVEvrwrkDwYv4g,1,"First review of anything, EVER!!  But I wanted to share my experience.

We've eaten here many times before 3-4 years ago when our son attended school...",2019-04-08 17:42:57
642,Ondal 2,ZzpC4bW5mY0AOoGznnyIsg,5,"Best Korean seafood place.
If you like spice seafood soup
This is best hidden Korean place",2019-03-19 21:49:02
643,Ondal 2,ZzpC4bW5mY0AOoGznnyIsg,4,"This place is great for big groups. Definitely a family style restaurant so if you're dining with less than 3 other people, it's fairly pricey.

Came in ok...",2019-02-17 16:12:19
644,Ondal 2,ZzpC4bW5mY0AOoGznnyIsg,5,"nice food and will come back next time.
especially the crabs 
the waitress will help you to mix the rice and crab together. Taste amazing!",2019-02-13 01:26:00
645,Vespaio,PnQdOlJG3ErVz4W-HH-0Dg,5,"First off, everything we ordered was delicious. The waiter was superb and had great recommendations for my guest with food allergies. 

Very nice wine list...",2019-03-31 19:29:49
646,Vespaio,PnQdOlJG3ErVz4W-HH-0Dg,1,"My husband and friends and I had dinner at Vespaio this evening.  We had tickets to a concert at Disney Hall at 7:30 pm. We had 6:00 pm reservations, and we...",2019-03-24 23:22:24
647,Vespaio,PnQdOlJG3ErVz4W-HH-0Dg,5,"Love this place whenever I'm at Broad museum or Disney hall DTLA.
This is a perfect stop place for a. Great lunch or dinner!
Staff is superb and the food is...",2019-03-16 14:20:11
648,Chibiscus Asian Cafe,llKP5-ZAG8I-RVbKrSatQQ,5,"Corn brûlée was delicious
Ramen was really good too, be careful on the spice rating though. We got medium and it definitely had a kick
Spam Masubis were...",2019-02-23 19:33:47
649,Chibiscus Asian Cafe,llKP5-ZAG8I-RVbKrSatQQ,1,"Curry and rice are cold :(
And potatoes are raw.
The curry that brought it back was also cold.
This restaurant is the worst restaurant in the U.S.
But, the...",2019-03-03 22:44:02
650,Chibiscus Asian Cafe,llKP5-ZAG8I-RVbKrSatQQ,4,"Craving Ramen after Church led us to Chibiscus Asian Cafe! I say their ramen was pretty good, better than most. I'm pretty strict with my ramen standards,...",2019-02-15 11:37:58
651,Velvet Margarita,3Tfkr7eD4wvd_zr7IhBCwQ,5,"Love Love Love 
Everything About This Place 
Food, Ambience, And Customer Service 
My only thing was my alcoholic beverage and the fact it wasn't that great...",2019-04-04 01:35:17
652,Velvet Margarita,3Tfkr7eD4wvd_zr7IhBCwQ,4,"Ok, how have I not been here before? It's so close to my apartment, plus I love margaritas and good, authentic Mexican food. But the decor is what makes...",2019-02-28 14:02:13
653,Velvet Margarita,3Tfkr7eD4wvd_zr7IhBCwQ,3,"Came here for my birthday , atmosphere was ok , food was so so. Drinks were good .
Not to impressed 
Our server Jose was great though. He was awesome",2019-02-27 11:29:37
654,Barkada,gNwaZaUdvWuzdAsevrbb5w,5,"I'm definitely a regular here because this restaurant embodies a true Filipino American from Cali who grew up in the 90s.. just like me! 

Once you walk in,...",2019-03-03 17:51:57
655,Barkada,gNwaZaUdvWuzdAsevrbb5w,3,First time I tried to go was closed for a catering event. Next time was last weekend and by the time we got there they didn't have half of the brunch menu....,2019-04-06 07:13:27
656,Barkada,gNwaZaUdvWuzdAsevrbb5w,3,I came on a Friday night I thought overall the food was just kinda average and a bit over priced. I can't really say any dish really wowed me. I didn't...,2019-02-25 13:14:25
657,Industriel,rG2Z5U0XAyItBBxRh6QiWA,5,FOOD: My friends and I went for DineLA (you can actually get the deal during normal lunch hours anyways). We each got the industriel burger which is SO SO...,2019-04-09 11:05:31
658,Industriel,rG2Z5U0XAyItBBxRh6QiWA,4,"Came for lunch,, cool spot to hit when in downtown. 
The interior was like an industrialized farmhouse theme :P (hence its name... ahah) 

Benedict ($13.00)...",2019-03-27 16:57:01
659,Industriel,rG2Z5U0XAyItBBxRh6QiWA,4,An unsung hero of the DTLA lunch and dinner scene. Industriel is consistently good; you will never leave unsatisfied. They shine in the realm of comfort...,2019-03-14 07:56:11
660,India's Tandoori,2Z7pKTwHhFwuH-aTCgd-Rg,5,"Great place to have Indian Food when in LA. We had Sunday Buffet while on our trip to LA and we weren't Disappointed.
Nice Ambience , tasty food, friendly...",2019-03-25 15:55:47
661,India's Tandoori,2Z7pKTwHhFwuH-aTCgd-Rg,5,"Nice ambiance,friendly service & good food.Perfect for a chill after work hangout.
Ordered a masala tea(with free refill) which is perfect for reliving...",2019-03-19 20:52:22
662,India's Tandoori,2Z7pKTwHhFwuH-aTCgd-Rg,5,"This has always been my go to Indian restaurant in Los Angeles. The prices are great, but the food is even better. The quality in food is fresh and...",2019-02-25 20:21:59
663,Little Fatty,0jOt0ODWCp8fJzzOM4PgqA,5,"I was blown away by this little spot. Happened upon it simply because it was the only restaurant open late in the area, and I lucked into the best dinner...",2019-04-09 13:13:23
664,Little Fatty,0jOt0ODWCp8fJzzOM4PgqA,5,"Date night spot - Good vibes, music, food and drinks.

My husband and I are big foodies always in search for a place not only with good food, but good...",2019-04-06 14:02:45
665,Little Fatty,0jOt0ODWCp8fJzzOM4PgqA,5,"Randomly walked past this place while I was hungry, decided to come in a get some lunch. Great decision, the food was amazing and so filling. I had the...",2019-04-05 15:11:22
666,Granny's Kitchen,QWtzUp4zLqzjA_jxLbvDvA,5,"First & foremost the fried chicken is hittin'
Real good flavor, good consistency & fresh & just full of deliciousness.

We got a bunch of sides, some greens...",2019-03-24 23:42:32
667,Granny's Kitchen,QWtzUp4zLqzjA_jxLbvDvA,5,"When I pulled up to Granny's Kitchen for the first time, after driving from Orange County, and saw the picture of Granny.... I already knew.  

All the food...",2019-01-06 19:30:49
668,Granny's Kitchen,QWtzUp4zLqzjA_jxLbvDvA,5,"Dear god I can't believe I forgot to update this.

I had come back on another occasion for the fried catfish and I believe that the meal alone taught me the...",2019-01-04 20:10:56
669,Comfort LA,yAuYzMcr57EVrPzyOcODlQ,5,"Five stars hands down! 


Customer Service Girls were really nice! They took our order then delivered it to our table! Food was done and out to us within...",2019-02-23 10:38:23
670,Comfort LA,yAuYzMcr57EVrPzyOcODlQ,2,My sister and I came here last Saturday because I've been SO PRESSED to go! We both ordered the same thing  5 Piece Wings and 2 Waffles Brunch Special and...,2019-03-26 16:02:50
671,Comfort LA,yAuYzMcr57EVrPzyOcODlQ,4,"Ok, don't let the neighborhood dissuade you. This is on the heart of Skid Row. We asked there from Staples Center, and unless you are used to homeless and...",2019-03-21 21:49:03
672,10e,nYD88woJ2pQn8iGPi6emrQ,5,"This place was definitely one of the best restaurants.

We decided to get some appetizers to share, hummus, Brussels sprouts and octopus. All were served...",2019-04-08 12:26:13
673,10e,nYD88woJ2pQn8iGPi6emrQ,4,"I love the pita bread here! It's light, airy and fresh. The falafel is good, but not the best I've ever had. The roasted vegetables, olives, and hummus are...",2019-04-08 13:24:07
674,10e,nYD88woJ2pQn8iGPi6emrQ,5,"Came here a weekend ago, Saturday night.  Didn't take any pics of food since I was on a date, and now I really wish I had to help my forgetful mind.

So...",2019-02-19 22:39:25
675,Church & State,AZyLsJTbviqWYOOXnUKFqA,4,Went to Church and State on a Thursday night with a group of colleagues. The restaurant is on the ground floor of the old National Biscuit Company building...,2019-04-07 16:08:07
676,Church & State,AZyLsJTbviqWYOOXnUKFqA,3,Beautiful setting with great lighting if you aren't window. Service attentive. The space is a bit tight and the chairs is not heavy enough. My chair fell...,2019-04-01 11:57:57
677,Church & State,AZyLsJTbviqWYOOXnUKFqA,3,"The food here was average. It's possible I just don't like French bread, but I thought all their bread was way too crunchy and hard. It had so many bread...",2019-03-20 14:47:56
678,Mh Zh,E3FcxLk7-HQqbdQKr7cd0A,5,"Wrote down our names for night + market, took a walk, and ended up here. We saw the crowds, and the amazing dishes coming out, loved the concept, the night...",2019-04-03 17:35:05
679,Mh Zh,E3FcxLk7-HQqbdQKr7cd0A,5,Mh Zh is incredible! Hands down one of my favorite places in LA and I've only been twice. It's simple and consistent yet everything is done exceptionally...,2019-04-01 05:42:14
680,Mh Zh,E3FcxLk7-HQqbdQKr7cd0A,5,"A dining experience unlike anything I've ever had. And I mean this wholeheartedly and with complete truth, this is a must if you're in the area or even if...",2019-03-29 09:31:52
681,Village Pizzeria,egU533_tWCiKYA_2vVGFsw,4,I was introduced with Village Pizzeria when my boss at a design company would order dinner for us when we worked late night. He would order the works...,2019-04-08 13:35:37
682,Village Pizzeria,egU533_tWCiKYA_2vVGFsw,1,"Hands down one of the best pizza places in LA. But my one star isn't bc of the food, it was the service. Let me start off by saying the service industry...",2019-04-01 08:42:22
683,Village Pizzeria,egU533_tWCiKYA_2vVGFsw,1,"This review is soley on service. I will say the pizza is decent-- overtly greasy,  however the service over powers their menu. This is about the 4th time...",2019-03-30 22:24:34
684,Torigoya,DFxdMe57YmQ54HK3cu3vpQ,5,"I mean... 

- the addicting juiciness of the meat
- overall food quality
- hello flavors! 
- food service
- music & atmosphere 
- kindness of staff 
- kill...",2019-04-02 21:38:27
685,Torigoya,DFxdMe57YmQ54HK3cu3vpQ,4,"Nice izakaya with relaxed vibe in Little Tokyo.  Reservations recommended for dinner, otherwise if you walk in you'll likely be offered a seat at the bar if...",2019-02-26 14:45:12
686,Torigoya,DFxdMe57YmQ54HK3cu3vpQ,5,"Obsessed. Completely, utterly obsessed. I live for moments like this when I'm blown away by the food I'm eating. As the late Anthony Bourdain said, ""Skills...",2019-01-20 10:48:35
687,The Kickin’ Crab,khApvUwH1Xhe3MtaXmaZsg,5,"ABSOLUTE PERFECTION! My trusty sidekick, Yelp, guided me to The Kickin' Crab and I couldn't have had a better experience. From the moment you walk in and...",2019-04-07 17:28:43
688,The Kickin’ Crab,khApvUwH1Xhe3MtaXmaZsg,5,Great new spot. Free easy strip mall style parking directly in front. No wait. Great food similar to the boiling crab or juicy crawfish. Pretty much the...,2019-04-04 22:27:14
689,The Kickin’ Crab,khApvUwH1Xhe3MtaXmaZsg,5,So glad to have a place like this so close to where I live. Garlic noodles are a amazing and I really feel like you get your moneys worth with the bah of...,2019-03-29 16:08:50
690,Mister Bossam,YVbO3FENQQzcDwxtlrR1Iw,5,I love Mister Bossam! This place is great if you're with a group of friends. I love taking visiting friends here for a full Koreatown experience but this...,2019-04-08 15:01:36
691,Mister Bossam,YVbO3FENQQzcDwxtlrR1Iw,4,"First time here and I really enjoyed the food.  Came with my brother and boyfriend, we ordered the pork ribs medium spicy.   At first, I was worried that we...",2019-04-02 01:12:45
692,Mister Bossam,YVbO3FENQQzcDwxtlrR1Iw,4,Yum Yum! First time trying MB and I was really impressed. The quality of food is great here. We ordered their signature dish: LA Grilled Cheese Pork Ribs...,2019-03-16 23:48:03
693,Here's Looking At You,NxcF38OxJN9Iq6g6xoOAnQ,5,"I can not get over the excellent meal I had at Here's Looking At You.

I'm a new mom - so like, going out isn't something that happens as much anymore. So...",2019-04-09 09:54:32
694,Here's Looking At You,NxcF38OxJN9Iq6g6xoOAnQ,5,"outstanding food and service. on the pricier side, but the coolest place for tapas-like dishes.
the menu rotates, and every choice is always incredibly...",2019-04-03 21:27:49
695,Here's Looking At You,NxcF38OxJN9Iq6g6xoOAnQ,5,"Made reservations for my birthday dinner and man, was I not disappointed. The menu is creative, designed for sharing, and has a little bit for everyone....",2019-04-01 20:57:54
696,Craft,HEmvIWG0hKlYyPF4orQE6A,5,"I hadn't been here in years and came for dinner last night.  The menu descriptions didn't make my mouth water, but boy was the food good.  We got a dozen...",2019-03-31 10:24:23
697,Craft,HEmvIWG0hKlYyPF4orQE6A,4,"Came here for Valentine's this year and my boyfriend and I had a great dinner :) The place was full of people who just got off work, so maybe not the best...",2019-03-18 22:12:37
698,Craft,HEmvIWG0hKlYyPF4orQE6A,1,My husband reserved a table over 1 week ago to celebrate our 15 year wedding anniversary. It was on 2/16/19 and on 2/15/19 they called and confirmed our...,2019-02-17 11:22:17
699,Pomodoro Trattoria,5JSRwc90j0V226stp1zWDA,5,"The food was well cooked and the waiters were so friendly. Came for my boyfriends birthday. The waiter, who was attending us, sang him happy birthday and...",2019-04-05 00:24:52
700,Pomodoro Trattoria,5JSRwc90j0V226stp1zWDA,5,This place never disappoints!  The manager is always accommodating and the staff is Friendly.  My husband says this place reminds him of New York...,2019-03-30 06:22:00
701,Pomodoro Trattoria,5JSRwc90j0V226stp1zWDA,5,"I've been to this place twice now and wow, what great great food. The table bread is literally out of this world, like I think about it often kind of bread....",2019-03-07 09:26:04
702,Rao's - Los Angeles,7e9oi3zq_6pP_LU9YPEXLg,5,"Great place and space 
Nice decor 
The meatballs, forget about it 
The mussels delicious 
The chicken dish excellent",2019-03-29 01:14:39
703,Rao's - Los Angeles,7e9oi3zq_6pP_LU9YPEXLg,5,"Absolutely delicious. Started with a roasted beet salad with whipped goat cheese, blistered tomatoes, micro-basil, hazelnuts, and drizzled with a balsamic...",2019-03-17 18:31:47
704,Rao's - Los Angeles,7e9oi3zq_6pP_LU9YPEXLg,5,As if this restaurant needs any more 5-star reviews. My wife and I were the recipients of a generous gift card to this treasure of a restaurant and after...,2019-02-22 14:00:00
705,Tsuri,ciZAxEwbFBafvf2UGUxySw,5,"THIS PLACE IS A GEM!!! YOU'RE WELCOME.
I don't even want to tell people about this because it's so good that I want it to stay hidden.
The fish is...",2019-03-15 19:48:22
706,Tsuri,ciZAxEwbFBafvf2UGUxySw,3,Went to this restaurant for a late lunch and no one was there which seemed a little off because it's on Melrose Ave. but anyway I ordered the lunch special...,2019-04-05 09:22:56
707,Tsuri,ciZAxEwbFBafvf2UGUxySw,1,"Saturday night, we are on time for our reservation. We walk in to no hostess. We wait. A woman walks in behind us and the host comes over and seats her....",2019-03-03 20:46:49
708,Jinsol Gukbap,IpDvRa89VGWYahqBQ5bzhw,5,"I really do not want to give it 5 stars!!!

Not that it is a secret but I don't want to add to the hysteria caused by jinsol gukbap evangelists proclaiming...",2019-03-25 21:16:05
709,Jinsol Gukbap,IpDvRa89VGWYahqBQ5bzhw,4,"Korean Comfort Food - Soondae Guk Bap!

Okay, maybe Soondae Guk Bap (Blood Sausage with Rice and Pork Soup) isn't the thing for everyone, but it's my...",2019-03-29 16:38:54
710,Jinsol Gukbap,IpDvRa89VGWYahqBQ5bzhw,5,"Jinsol Gukbap is a ""home away from home"" type of establishment, where you can satisfy the craving of your grandma's/mother's rice meat stew without having...",2019-03-25 13:34:32
711,Lala's Argentine Grill,h_VkRMpSrtjdKDxUJ7sDOQ,4,This is the 2nd time I am coming to Lalas and I have to  I have to say I am pleased with my experience. I ordered the steak with garlic and parsley on top...,2019-03-08 14:03:26
712,Lala's Argentine Grill,h_VkRMpSrtjdKDxUJ7sDOQ,1,"This is my my 180th review in seven years, and only my fifth ONE STAR REVIEW.  LaLa's continues to have a computer system that calculates the ""Suggested...",2019-04-06 19:50:34
713,Lala's Argentine Grill,h_VkRMpSrtjdKDxUJ7sDOQ,1,"Bad Managment and service: 
I used to like this place.
The meat was always great, the service was on point and the prices were very reasonable; last night I...",2019-03-25 22:44:15
714,Father's Office,wBeNozAR6wlJLTEwdWdPQg,4,"This is less a review of Father's Office and more a review of their burger and fries. The staff were nice, the place was clean, and our meal was ready...",2019-04-04 07:22:30
715,Father's Office,wBeNozAR6wlJLTEwdWdPQg,1,"The ambience on a Saturday night was inviting, but the only reason we'd chosen this place over significantly higher rated restaurants in the area was that...",2019-04-09 10:23:06
716,Father's Office,wBeNozAR6wlJLTEwdWdPQg,4,"Definitely a GASTROPUB - food menu dwarfed by huge adult beverage selection and very high quality ingredients (ie. crab, scallops, osso bucco)

**Bring your...",2019-03-20 15:55:38
717,Robata JINYA,dh_xOxlwzYeCIWHhrG8Yrw,5,"From the decor and location, I was expecting a place that caters to people who call california rolls ""sushi"". 

I was wrong. They had a lot of interesting...",2019-01-28 16:25:56
718,Robata JINYA,dh_xOxlwzYeCIWHhrG8Yrw,4,If you're looking for a good happy hour with a solid happy hour menu. I do recommend try hitting up Robata Jinya. There's more than enough choices on the...,2019-04-02 15:55:44
719,Robata JINYA,dh_xOxlwzYeCIWHhrG8Yrw,3,"Terrible customer service, great food. Hire new staff. 
Every time we come here to eat, even for take out we get the worst or most uncomfortable service....",2019-01-16 07:39:47
720,Fat Sal's,6QeZEUhFk1_vZhWvktKnmA,5,"Man these sandwiches ($12) are no joke. I got the Fat Breakfast, which had a omelette, mozzarella sticks, hash browns, sausages, bacon, ham, cheese, ketchup...",2019-03-30 23:02:50
721,Fat Sal's,6QeZEUhFk1_vZhWvktKnmA,2,Super Carb overload express. We stopped into this cool looking hipster sandwich shop hoping for a great sandwich. The menu looked impressive and based on...,2019-03-30 12:05:01
722,Fat Sal's,6QeZEUhFk1_vZhWvktKnmA,2,"I had about three hours to kill before attending my Elite Perk (Steel Magnolias play). So, I turned to my trusty Yelp and was ecstatic to find out that Fat...",2019-03-26 10:50:46
723,Spartina,zLEV5J2HmKHocbPZONGJAA,5,"Great spot tucked away from the hustle and bustle of Melrose. Went for brunch today and was pleasantly surprised how chill it is there. Quite honestly, the...",2019-01-26 23:01:04
724,Spartina,zLEV5J2HmKHocbPZONGJAA,4,What the hell is Walnut Graham Cracker Pie and how have I made it this far in life without ever knowing that something like that could exist on this planet?...,2019-02-22 21:00:02
725,Spartina,zLEV5J2HmKHocbPZONGJAA,2,"Went here Friday. We (boyfriend and I) had a 9:30 reservation and we were seated immediately when we came in. 
To preface- We are not picky eaters and...",2019-02-19 14:55:18
726,Shabuya,tGusz6xqBBABc1awGP1aLA,5,"Food Quality: 9.5/10
Meat Quality: 9.5/10
Sauce Options: 10/10
Restaurant cleanliness: 8/10
Serving: 5.5/10
Valet options/parking: 9/10 (super cheap...",2019-03-07 15:21:10
